timestamp,camera_id,total_seats,occupied,item_only,empty,occupancy_rate_percent
2025-06-26 02:30:00,camera_1,6,6,0,0,100.0
2025-06-26 02:30:00,camera_2,10,5,0,5,50.0
2025-06-26 02:40:00,camera_0,13,2,2,9,15.38
2025-06-26 02:40:00,camera_1,6,5,1,0,83.33
2025-06-26 02:40:00,camera_2,10,2,1,7,20.0
2025-06-26 02:50:00,camera_0,13,13,0,0,100.0
2025-06-26 02:50:00,camera_1,6,2,2,2,33.33
2025-06-26 02:50:00,camera_2,10,10,0,0,100.0
2025-06-26 03:00:00,camera_0,13,0,3,10,0.0
2025-06-26 03:00:00,camera_1,6,4,1,1,66.67
2025-06-26 03:00:00,camera_2,10,3,6,1,30.0
2025-06-26 03:10:00,camera_0,13,8,5,0,61.54
2025-06-26 03:10:00,camera_1,6,1,4,1,16.67
2025-06-26 03:10:00,camera_2,10,2,1,7,20.0
2025-06-26 03:20:00,camera_0,13,12,1,0,92.31
2025-06-26 03:20:00,camera_1,6,2,3,1,33.33
2025-06-26 03:20:00,camera_2,10,0,3,7,0.0
2025-06-26 03:30:00,camera_0,13,8,4,1,61.54
2025-06-26 03:30:00,camera_1,6,1,0,5,16.67
2025-06-26 03:30:00,camera_2,10,9,1,0,90.0
2025-06-26 03:40:00,camera_0,13,3,7,3,23.08
2025-06-26 03:40:00,camera_1,6,4,1,1,66.67
2025-06-26 03:40:00,camera_2,10,3,4,3,30.0
2025-06-26 03:50:00,camera_0,13,9,4,0,69.23
2025-06-26 03:50:00,camera_1,6,4,0,2,66.67
2025-06-26 03:50:00,camera_2,10,8,0,2,80.0
2025-06-26 04:00:00,camera_0,13,5,6,2,38.46
2025-06-26 04:00:00,camera_1,6,1,3,2,16.67
2025-06-26 04:00:00,camera_2,10,2,2,6,20.0
2025-06-26 04:10:00,camera_0,13,9,0,4,69.23
2025-06-26 04:10:00,camera_1,6,5,0,1,83.33
2025-06-26 04:10:00,camera_2,10,8,0,2,80.0
2025-06-26 04:20:00,camera_0,13,9,1,3,69.23
2025-06-26 04:20:00,camera_1,6,6,0,0,100.0
2025-06-26 04:20:00,camera_2,10,6,0,4,60.0
2025-06-26 04:30:00,camera_0,13,12,0,1,92.31
2025-06-26 04:30:00,camera_1,6,5,0,1,83.33
2025-06-26 04:30:00,camera_2,10,7,3,0,70.0
2025-06-26 04:40:00,camera_0,13,2,0,11,15.38
2025-06-26 04:40:00,camera_1,6,0,4,2,0.0
2025-06-26 04:40:00,camera_2,10,0,6,4,0.0
2025-06-26 04:50:00,camera_0,13,11,0,2,84.62
2025-06-26 04:50:00,camera_1,6,4,0,2,66.67
2025-06-26 04:50:00,camera_2,10,10,0,0,100.0
2025-06-26 05:00:00,camera_0,13,13,0,0,100.0
2025-06-26 05:00:00,camera_1,6,0,6,0,0.0
2025-06-26 05:00:00,camera_2,10,10,0,0,100.0
2025-06-26 05:10:00,camera_0,13,1,8,4,7.69
2025-06-26 05:10:00,camera_1,6,6,0,0,100.0
2025-06-26 05:10:00,camera_2,10,8,0,2,80.0
2025-06-26 05:20:00,camera_0,13,6,5,2,46.15
2025-06-26 05:20:00,camera_1,6,3,1,2,50.0
2025-06-26 05:20:00,camera_2,10,6,2,2,60.0
2025-06-26 05:30:00,camera_0,13,8,3,2,61.54
2025-06-26 05:30:00,camera_1,6,0,2,4,0.0
2025-06-26 05:30:00,camera_2,10,8,0,2,80.0
2025-06-26 05:40:00,camera_0,13,1,7,5,7.69
2025-06-26 05:40:00,camera_1,6,0,5,1,0.0
2025-06-26 05:40:00,camera_2,10,10,0,0,100.0
2025-06-26 05:50:00,camera_0,13,1,6,6,7.69
2025-06-26 05:50:00,camera_1,6,5,0,1,83.33
2025-06-26 05:50:00,camera_2,10,1,2,7,10.0
2025-06-26 06:00:00,camera_0,13,3,10,0,23.08
2025-06-26 06:00:00,camera_1,6,0,5,1,0.0
2025-06-26 06:00:00,camera_2,10,6,0,4,60.0
2025-06-26 06:10:00,camera_0,13,3,3,7,23.08
2025-06-26 06:10:00,camera_1,6,1,4,1,16.67
2025-06-26 06:10:00,camera_2,10,0,8,2,0.0
2025-06-26 06:20:00,camera_0,13,0,7,6,0.0
2025-06-26 06:20:00,camera_1,6,5,1,0,83.33
2025-06-26 06:20:00,camera_2,10,3,1,6,30.0
2025-06-26 06:30:00,camera_0,13,7,1,5,53.85
2025-06-26 06:30:00,camera_1,6,5,1,0,83.33
2025-06-26 06:30:00,camera_2,10,5,3,2,50.0
2025-06-26 06:40:00,camera_0,13,4,5,4,30.77
2025-06-26 06:40:00,camera_1,6,4,2,0,66.67
2025-06-26 06:40:00,camera_2,10,7,3,0,70.0
2025-06-26 06:50:00,camera_0,13,6,0,7,46.15
2025-06-26 06:50:00,camera_1,6,5,1,0,83.33
2025-06-26 06:50:00,camera_2,10,4,5,1,40.0
2025-06-26 07:00:00,camera_0,13,7,2,4,53.85
2025-06-26 07:00:00,camera_1,6,6,0,0,100.0
2025-06-26 07:00:00,camera_2,10,4,5,1,40.0
2025-06-26 07:10:00,camera_0,13,11,0,2,84.62
2025-06-26 07:10:00,camera_1,6,2,2,2,33.33
2025-06-26 07:10:00,camera_2,10,1,4,5,10.0
2025-06-26 07:20:00,camera_0,13,13,0,0,100.0
2025-06-26 07:20:00,camera_1,6,6,0,0,100.0
2025-06-26 07:20:00,camera_2,10,2,5,3,20.0
2025-06-26 07:30:00,camera_0,13,8,0,5,61.54
2025-06-26 07:30:00,camera_1,6,3,1,2,50.0
2025-06-26 07:30:00,camera_2,10,1,6,3,10.0
2025-06-26 07:40:00,camera_0,13,6,3,4,46.15
2025-06-26 07:40:00,camera_1,6,6,0,0,100.0
2025-06-26 07:40:00,camera_2,10,2,2,6,20.0
2025-06-26 07:50:00,camera_0,13,13,0,0,100.0
2025-06-26 07:50:00,camera_1,6,6,0,0,100.0
2025-06-26 07:50:00,camera_2,10,1,4,5,10.0
2025-06-26 08:00:00,camera_0,13,3,9,1,23.08
2025-06-26 08:00:00,camera_1,6,4,1,1,66.67
2025-06-26 08:00:00,camera_2,10,10,0,0,100.0
2025-06-26 08:10:00,camera_0,13,2,9,2,15.38
2025-06-26 08:10:00,camera_1,6,1,3,2,16.67
2025-06-26 08:10:00,camera_2,10,4,2,4,40.0
2025-06-26 08:20:00,camera_0,13,3,8,2,23.08
2025-06-26 08:20:00,camera_1,6,3,2,1,50.0
2025-06-26 08:20:00,camera_2,10,9,1,0,90.0
2025-06-26 08:30:00,camera_0,13,11,2,0,84.62
2025-06-26 08:30:00,camera_1,6,4,1,1,66.67
2025-06-26 08:30:00,camera_2,10,5,2,3,50.0
2025-06-26 08:40:00,camera_0,13,11,0,2,84.62
2025-06-26 08:40:00,camera_1,6,5,1,0,83.33
2025-06-26 08:40:00,camera_2,10,0,8,2,0.0
2025-06-26 08:50:00,camera_0,13,13,0,0,100.0
2025-06-26 08:50:00,camera_1,6,3,2,1,50.0
2025-06-26 08:50:00,camera_2,10,4,5,1,40.0
2025-06-26 09:00:00,camera_0,13,12,0,1,92.31
2025-06-26 09:00:00,camera_1,6,1,1,4,16.67
2025-06-26 09:00:00,camera_2,10,8,2,0,80.0
2025-06-26 09:10:00,camera_0,13,4,9,0,30.77
2025-06-26 09:10:00,camera_1,6,0,4,2,0.0
2025-06-26 09:10:00,camera_2,10,0,1,9,0.0
2025-06-26 09:20:00,camera_0,13,6,3,4,46.15
2025-06-26 09:20:00,camera_1,6,6,0,0,100.0
2025-06-26 09:20:00,camera_2,10,6,4,0,60.0
2025-06-26 09:30:00,camera_0,13,2,1,10,15.38
2025-06-26 09:30:00,camera_1,6,5,1,0,83.33
2025-06-26 09:30:00,camera_2,10,2,2,6,20.0
2025-06-26 09:40:00,camera_0,13,9,3,1,69.23
2025-06-26 09:40:00,camera_1,6,2,1,3,33.33
2025-06-26 09:40:00,camera_2,10,0,1,9,0.0
2025-06-26 09:50:00,camera_0,13,1,6,6,7.69
2025-06-26 09:50:00,camera_1,6,1,1,4,16.67
2025-06-26 09:50:00,camera_2,10,2,6,2,20.0
2025-06-26 10:00:00,camera_0,13,4,6,3,30.77
2025-06-26 10:00:00,camera_1,6,6,0,0,100.0
2025-06-26 10:00:00,camera_2,10,2,5,3,20.0
2025-06-26 10:10:00,camera_0,13,2,7,4,15.38
2025-06-26 10:10:00,camera_1,6,6,0,0,100.0
2025-06-26 10:10:00,camera_2,10,5,4,1,50.0
2025-06-26 10:20:00,camera_0,13,12,0,1,92.31
2025-06-26 10:20:00,camera_1,6,2,3,1,33.33
2025-06-26 10:20:00,camera_2,10,3,2,5,30.0
2025-06-26 10:30:00,camera_0,13,2,0,11,15.38
2025-06-26 10:30:00,camera_1,6,3,3,0,50.0
2025-06-26 10:30:00,camera_2,10,2,4,4,20.0
2025-06-26 10:40:00,camera_0,13,9,2,2,69.23
2025-06-26 10:40:00,camera_1,6,3,1,2,50.0
2025-06-26 10:40:00,camera_2,10,6,3,1,60.0
2025-06-26 10:50:00,camera_0,13,7,0,6,53.85
2025-06-26 10:50:00,camera_1,6,1,4,1,16.67
2025-06-26 10:50:00,camera_2,10,4,6,0,40.0
2025-06-26 11:00:00,camera_0,13,5,1,7,38.46
2025-06-26 11:00:00,camera_1,6,5,1,0,83.33
2025-06-26 11:00:00,camera_2,10,0,4,6,0.0
2025-06-26 11:10:00,camera_0,13,9,1,3,69.23
2025-06-26 11:10:00,camera_1,6,1,0,5,16.67
2025-06-26 11:10:00,camera_2,10,5,5,0,50.0
2025-06-26 11:20:00,camera_0,13,5,6,2,38.46
2025-06-26 11:20:00,camera_1,6,3,1,2,50.0
2025-06-26 11:20:00,camera_2,10,6,0,4,60.0
2025-06-26 11:30:00,camera_0,13,12,1,0,92.31
2025-06-26 11:30:00,camera_1,6,5,1,0,83.33
2025-06-26 11:30:00,camera_2,10,1,5,4,10.0
2025-06-26 11:40:00,camera_0,13,2,0,11,15.38
2025-06-26 11:40:00,camera_1,6,2,4,0,33.33
2025-06-26 11:40:00,camera_2,10,9,0,1,90.0
2025-06-26 11:50:00,camera_0,13,13,0,0,100.0
2025-06-26 11:50:00,camera_1,6,1,5,0,16.67
2025-06-26 11:50:00,camera_2,10,2,1,7,20.0
2025-06-26 12:00:00,camera_0,13,8,5,0,61.54
2025-06-26 12:00:00,camera_1,6,2,0,4,33.33
2025-06-26 12:00:00,camera_2,10,2,7,1,20.0
2025-06-26 12:10:00,camera_0,13,4,5,4,30.77
2025-06-26 12:10:00,camera_1,6,5,1,0,83.33
2025-06-26 12:10:00,camera_2,10,2,2,6,20.0
2025-06-26 12:20:00,camera_0,13,12,0,1,92.31
2025-06-26 12:20:00,camera_1,6,6,0,0,100.0
2025-06-26 12:20:00,camera_2,10,5,1,4,50.0
2025-06-26 12:30:00,camera_0,13,8,2,3,61.54
2025-06-26 12:30:00,camera_1,6,6,0,0,100.0
2025-06-26 12:30:00,camera_2,10,7,2,1,70.0
2025-06-26 12:40:00,camera_0,13,13,0,0,100.0
2025-06-26 12:40:00,camera_1,6,3,2,1,50.0
2025-06-26 12:40:00,camera_2,10,5,2,3,50.0
2025-06-26 12:50:00,camera_0,13,2,8,3,15.38
2025-06-26 12:50:00,camera_1,6,2,4,0,33.33
2025-06-26 12:50:00,camera_2,10,6,1,3,60.0
2025-06-26 13:00:00,camera_0,13,11,0,2,84.62
2025-06-26 13:00:00,camera_1,6,5,1,0,83.33
2025-06-26 13:00:00,camera_2,10,0,5,5,0.0
2025-06-26 13:10:00,camera_0,13,1,1,11,7.69
2025-06-26 13:10:00,camera_1,6,6,0,0,100.0
2025-06-26 13:10:00,camera_2,10,9,0,1,90.0
2025-06-26 13:20:00,camera_0,13,3,5,5,23.08
2025-06-26 13:20:00,camera_1,6,5,1,0,83.33
2025-06-26 13:20:00,camera_2,10,9,1,0,90.0
2025-06-26 13:30:00,camera_0,13,5,8,0,38.46
2025-06-26 13:30:00,camera_1,6,5,1,0,83.33
2025-06-26 13:30:00,camera_2,10,7,2,1,70.0
2025-06-26 13:40:00,camera_0,13,13,0,0,100.0
2025-06-26 13:40:00,camera_1,6,1,3,2,16.67
2025-06-26 13:40:00,camera_2,10,4,2,4,40.0
2025-06-26 13:50:00,camera_0,13,1,8,4,7.69
2025-06-26 13:50:00,camera_1,6,1,2,3,16.67
2025-06-26 13:50:00,camera_2,10,8,0,2,80.0
2025-06-26 14:00:00,camera_0,13,1,0,12,7.69
2025-06-26 14:00:00,camera_1,6,1,0,5,16.67
2025-06-26 14:00:00,camera_2,10,9,0,1,90.0
2025-06-26 14:10:00,camera_0,13,1,1,11,7.69
2025-06-26 14:10:00,camera_1,6,2,3,1,33.33
2025-06-26 14:10:00,camera_2,10,5,4,1,50.0
2025-06-26 14:20:00,camera_0,13,0,5,8,0.0
2025-06-26 14:20:00,camera_1,6,6,0,0,100.0
2025-06-26 14:20:00,camera_2,10,7,0,3,70.0
2025-06-26 14:30:00,camera_0,13,5,3,5,38.46
2025-06-26 14:30:00,camera_1,6,4,2,0,66.67
2025-06-26 14:30:00,camera_2,10,7,2,1,70.0
2025-06-26 14:40:00,camera_0,13,0,3,10,0.0
2025-06-26 14:40:00,camera_1,6,2,2,2,33.33
2025-06-26 14:40:00,camera_2,10,3,5,2,30.0
2025-06-26 14:50:00,camera_0,13,1,6,6,7.69
2025-06-26 14:50:00,camera_1,6,6,0,0,100.0
2025-06-26 14:50:00,camera_2,10,4,1,5,40.0
2025-06-26 15:00:00,camera_0,13,7,0,6,53.85
2025-06-26 15:00:00,camera_1,6,0,3,3,0.0
2025-06-26 15:00:00,camera_2,10,3,7,0,30.0
2025-06-26 15:10:00,camera_0,13,11,1,1,84.62
2025-06-26 15:10:00,camera_1,6,1,2,3,16.67
2025-06-26 15:10:00,camera_2,10,10,0,0,100.0
2025-06-26 15:20:00,camera_0,13,10,2,1,76.92
2025-06-26 15:20:00,camera_1,6,3,2,1,50.0
2025-06-26 15:20:00,camera_2,10,7,2,1,70.0
2025-06-26 15:30:00,camera_0,13,4,4,5,30.77
2025-06-26 15:30:00,camera_1,6,3,3,0,50.0
2025-06-26 15:30:00,camera_2,10,6,4,0,60.0
2025-06-26 15:40:00,camera_0,13,9,1,3,69.23
2025-06-26 15:40:00,camera_1,6,0,4,2,0.0
2025-06-26 15:40:00,camera_2,10,9,0,1,90.0
2025-06-26 15:50:00,camera_0,13,2,7,4,15.38
2025-06-26 15:50:00,camera_1,6,0,6,0,0.0
2025-06-26 15:50:00,camera_2,10,1,8,1,10.0
2025-06-26 16:00:00,camera_0,13,3,6,4,23.08
2025-06-26 16:00:00,camera_1,6,3,3,0,50.0
2025-06-26 16:00:00,camera_2,10,9,0,1,90.0
2025-06-26 16:10:00,camera_0,13,9,0,4,69.23
2025-06-26 16:10:00,camera_1,6,3,2,1,50.0
2025-06-26 16:10:00,camera_2,10,5,5,0,50.0
2025-06-26 16:20:00,camera_0,13,8,5,0,61.54
2025-06-26 16:20:00,camera_1,6,1,3,2,16.67
2025-06-26 16:20:00,camera_2,10,0,2,8,0.0
2025-06-26 16:30:00,camera_0,13,5,0,8,38.46
2025-06-26 16:30:00,camera_1,6,0,6,0,0.0
2025-06-26 16:30:00,camera_2,10,8,0,2,80.0
2025-06-26 16:40:00,camera_0,13,11,0,2,84.62
2025-06-26 16:40:00,camera_1,6,1,5,0,16.67
2025-06-26 16:40:00,camera_2,10,0,1,9,0.0
2025-06-26 16:50:00,camera_0,13,11,0,2,84.62
2025-06-26 16:50:00,camera_1,6,0,6,0,0.0
2025-06-26 16:50:00,camera_2,10,0,10,0,0.0
2025-06-26 17:00:00,camera_0,13,13,0,0,100.0
2025-06-26 17:00:00,camera_1,6,0,0,6,0.0
2025-06-26 17:00:00,camera_2,10,10,0,0,100.0
2025-06-26 17:10:00,camera_0,13,0,2,11,0.0
2025-06-26 17:10:00,camera_1,6,4,0,2,66.67
2025-06-26 17:10:00,camera_2,10,6,2,2,60.0
2025-06-26 17:20:00,camera_0,13,10,3,0,76.92
2025-06-26 17:20:00,camera_1,6,6,0,0,100.0
2025-06-26 17:20:00,camera_2,10,7,3,0,70.0
2025-06-26 17:30:00,camera_0,13,0,7,6,0.0
2025-06-26 17:30:00,camera_1,6,2,3,1,33.33
2025-06-26 17:30:00,camera_2,10,0,0,10,0.0
2025-06-26 17:40:00,camera_0,13,7,0,6,53.85
2025-06-26 17:40:00,camera_1,6,2,0,4,33.33
2025-06-26 17:40:00,camera_2,10,5,0,5,50.0
2025-06-26 17:50:00,camera_0,13,1,8,4,7.69
2025-06-26 17:50:00,camera_1,6,2,1,3,33.33
2025-06-26 17:50:00,camera_2,10,8,1,1,80.0
2025-06-26 18:00:00,camera_0,13,13,0,0,100.0
2025-06-26 18:00:00,camera_1,6,2,1,3,33.33
2025-06-26 18:00:00,camera_2,10,1,9,0,10.0
2025-06-26 18:10:00,camera_0,13,0,5,8,0.0
2025-06-26 18:10:00,camera_1,6,0,1,5,0.0
2025-06-26 18:10:00,camera_2,10,8,2,0,80.0
2025-06-26 18:20:00,camera_0,13,11,1,1,84.62
2025-06-26 18:20:00,camera_1,6,4,0,2,66.67
2025-06-26 18:20:00,camera_2,10,3,5,2,30.0
2025-06-26 18:30:00,camera_0,13,3,2,8,23.08
2025-06-26 18:30:00,camera_1,6,1,3,2,16.67
2025-06-26 18:30:00,camera_2,10,8,1,1,80.0
2025-06-26 18:40:00,camera_0,13,8,3,2,61.54
2025-06-26 18:40:00,camera_1,6,3,3,0,50.0
2025-06-26 18:40:00,camera_2,10,10,0,0,100.0
2025-06-26 18:50:00,camera_0,13,12,1,0,92.31
2025-06-26 18:50:00,camera_1,6,6,0,0,100.0
2025-06-26 18:50:00,camera_2,10,5,5,0,50.0
2025-06-26 19:00:00,camera_0,13,7,0,6,53.85
2025-06-26 19:00:00,camera_1,6,0,2,4,0.0
2025-06-26 19:00:00,camera_2,10,2,1,7,20.0
2025-06-26 19:10:00,camera_0,13,3,6,4,23.08
2025-06-26 19:10:00,camera_1,6,3,0,3,50.0
2025-06-26 19:10:00,camera_2,10,0,7,3,0.0
2025-06-26 19:20:00,camera_0,13,6,4,3,46.15
2025-06-26 19:20:00,camera_1,6,2,2,2,33.33
2025-06-26 19:20:00,camera_2,10,9,1,0,90.0
2025-06-26 19:30:00,camera_0,13,0,9,4,0.0
2025-06-26 19:30:00,camera_1,6,0,2,4,0.0
2025-06-26 19:30:00,camera_2,10,6,2,2,60.0
2025-06-26 19:40:00,camera_0,13,0,5,8,0.0
2025-06-26 19:40:00,camera_1,6,6,0,0,100.0
2025-06-26 19:40:00,camera_2,10,1,2,7,10.0
2025-06-26 19:50:00,camera_0,13,4,2,7,30.77
2025-06-26 19:50:00,camera_1,6,1,3,2,16.67
2025-06-26 19:50:00,camera_2,10,0,8,2,0.0
2025-06-26 20:00:00,camera_0,13,1,8,4,7.69
2025-06-26 20:00:00,camera_1,6,3,1,2,50.0
2025-06-26 20:00:00,camera_2,10,9,0,1,90.0
2025-06-26 20:10:00,camera_0,13,1,12,0,7.69
2025-06-26 20:10:00,camera_1,6,3,0,3,50.0
2025-06-26 20:10:00,camera_2,10,7,2,1,70.0
2025-06-26 20:20:00,camera_0,13,5,4,4,38.46
2025-06-26 20:20:00,camera_1,6,5,0,1,83.33
2025-06-26 20:20:00,camera_2,10,4,4,2,40.0
2025-06-26 20:30:00,camera_0,13,7,0,6,53.85
2025-06-26 20:30:00,camera_1,6,6,0,0,100.0
2025-06-26 20:30:00,camera_2,10,6,3,1,60.0
2025-06-26 20:40:00,camera_0,13,9,3,1,69.23
2025-06-26 20:40:00,camera_1,6,3,3,0,50.0
2025-06-26 20:40:00,camera_2,10,2,7,1,20.0
2025-06-26 20:50:00,camera_0,13,13,0,0,100.0
2025-06-26 20:50:00,camera_1,6,3,1,2,50.0
2025-06-26 20:50:00,camera_2,10,5,3,2,50.0
2025-06-26 21:00:00,camera_0,13,5,4,4,38.46
2025-06-26 21:00:00,camera_1,6,1,5,0,16.67
2025-06-26 21:00:00,camera_2,10,9,1,0,90.0
2025-06-26 21:10:00,camera_0,13,4,7,2,30.77
2025-06-26 21:10:00,camera_1,6,3,0,3,50.0
2025-06-26 21:10:00,camera_2,10,6,0,4,60.0
2025-06-26 21:20:00,camera_0,13,1,11,1,7.69
2025-06-26 21:20:00,camera_1,6,6,0,0,100.0
2025-06-26 21:20:00,camera_2,10,7,1,2,70.0
2025-06-26 21:30:00,camera_0,13,6,0,7,46.15
2025-06-26 21:30:00,camera_1,6,3,3,0,50.0
2025-06-26 21:30:00,camera_2,10,2,6,2,20.0
2025-06-26 21:40:00,camera_0,13,2,0,11,15.38
2025-06-26 21:40:00,camera_1,6,2,1,3,33.33
2025-06-26 21:40:00,camera_2,10,9,0,1,90.0
2025-06-26 21:50:00,camera_0,13,6,2,5,46.15
2025-06-26 21:50:00,camera_1,6,5,0,1,83.33
2025-06-26 21:50:00,camera_2,10,7,3,0,70.0
2025-06-26 22:00:00,camera_0,13,12,0,1,92.31
2025-06-26 22:00:00,camera_1,6,3,1,2,50.0
2025-06-26 22:00:00,camera_2,10,4,6,0,40.0
2025-06-26 22:10:00,camera_0,13,8,1,4,61.54
2025-06-26 22:10:00,camera_1,6,6,0,0,100.0
2025-06-26 22:10:00,camera_2,10,3,7,0,30.0
2025-06-26 22:20:00,camera_0,13,13,0,0,100.0
2025-06-26 22:20:00,camera_1,6,0,1,5,0.0
2025-06-26 22:20:00,camera_2,10,3,6,1,30.0
2025-06-26 22:30:00,camera_0,13,2,0,11,15.38
2025-06-26 22:30:00,camera_1,6,1,1,4,16.67
2025-06-26 22:30:00,camera_2,10,1,4,5,10.0
2025-06-26 22:40:00,camera_0,13,5,3,5,38.46
2025-06-26 22:40:00,camera_1,6,2,4,0,33.33
2025-06-26 22:40:00,camera_2,10,0,3,7,0.0
2025-06-26 22:50:00,camera_0,13,9,1,3,69.23
2025-06-26 22:50:00,camera_1,6,4,2,0,66.67
2025-06-26 22:50:00,camera_2,10,7,1,2,70.0
2025-06-26 23:00:00,camera_0,13,12,0,1,92.31
2025-06-26 23:00:00,camera_1,6,5,0,1,83.33
2025-06-26 23:00:00,camera_2,10,10,0,0,100.0
2025-06-26 23:10:00,camera_0,13,11,0,2,84.62
2025-06-26 23:10:00,camera_1,6,6,0,0,100.0
2025-06-26 23:10:00,camera_2,10,10,0,0,100.0
2025-06-26 23:20:00,camera_0,13,7,4,2,53.85
2025-06-26 23:20:00,camera_1,6,4,1,1,66.67
2025-06-26 23:20:00,camera_2,10,10,0,0,100.0
2025-06-26 23:30:00,camera_0,13,5,0,8,38.46
2025-06-26 23:30:00,camera_1,6,1,0,5,16.67
2025-06-26 23:30:00,camera_2,10,2,8,0,20.0
2025-06-26 23:40:00,camera_0,13,10,2,1,76.92
2025-06-26 23:40:00,camera_1,6,5,1,0,83.33
2025-06-26 23:40:00,camera_2,10,2,6,2,20.0
2025-06-26 23:50:00,camera_0,13,9,4,0,69.23
2025-06-26 23:50:00,camera_1,6,0,3,3,0.0
2025-06-26 23:50:00,camera_2,10,10,0,0,100.0
2025-06-27 00:00:00,camera_0,13,8,0,5,61.54
2025-06-27 00:00:00,camera_1,6,3,1,2,50.0
2025-06-27 00:00:00,camera_2,10,5,5,0,50.0
2025-06-27 00:10:00,camera_0,13,4,0,9,30.77
2025-06-27 00:10:00,camera_1,6,6,0,0,100.0
2025-06-27 00:10:00,camera_2,10,6,0,4,60.0
2025-06-27 00:20:00,camera_0,13,8,2,3,61.54
2025-06-27 00:20:00,camera_1,6,1,2,3,16.67
2025-06-27 00:20:00,camera_2,10,8,2,0,80.0
2025-06-27 00:30:00,camera_0,13,1,4,8,7.69
2025-06-27 00:30:00,camera_1,6,6,0,0,100.0
2025-06-27 00:30:00,camera_2,10,8,0,2,80.0
2025-06-27 00:40:00,camera_0,13,13,0,0,100.0
2025-06-27 00:40:00,camera_1,6,6,0,0,100.0
2025-06-27 00:40:00,camera_2,10,4,2,4,40.0
2025-06-27 00:50:00,camera_0,13,8,1,4,61.54
2025-06-27 00:50:00,camera_1,6,1,4,1,16.67
2025-06-27 00:50:00,camera_2,10,4,2,4,40.0
2025-06-27 01:00:00,camera_0,13,6,4,3,46.15
2025-06-27 01:00:00,camera_1,6,2,2,2,33.33
2025-06-27 01:00:00,camera_2,10,1,8,1,10.0
2025-06-27 01:10:00,camera_0,13,7,5,1,53.85
2025-06-27 01:10:00,camera_1,6,4,0,2,66.67
2025-06-27 01:10:00,camera_2,10,6,2,2,60.0
2025-06-27 01:20:00,camera_0,13,8,1,4,61.54
2025-06-27 01:20:00,camera_1,6,0,3,3,0.0
2025-06-27 01:20:00,camera_2,10,7,0,3,70.0
2025-06-27 01:30:00,camera_0,13,9,0,4,69.23
2025-06-27 01:30:00,camera_1,6,2,0,4,33.33
2025-06-27 01:30:00,camera_2,10,2,7,1,20.0
2025-06-27 01:40:00,camera_0,13,5,1,7,38.46
2025-06-27 01:40:00,camera_1,6,4,0,2,66.67
